make_snake,make,model_snake,model,engine_aspiration,is_bev
jeep,Jeep,cherokee,Cherokee,Naturally Aspirated,No
jeep,Jeep,cherokee,Cherokee,Turbocharged,No
jeep,Jeep,commander,Commander,Naturally Aspirated,No
jeep,Jeep,compass,Compass,Turbocharged,No
jeep,Jeep,compass,Compass,Naturally Aspirated,No
jeep,Jeep,gladiator,Gladiator,Naturally Aspirated,No
jeep,Jeep,grand_cherokee,Grand Cherokee,Naturally Aspirated,No
jeep,Jeep,grand_cherokee,Grand Cherokee,Supercharged,No
jeep,Jeep,grand_cherokee,Grand Cherokee,Turbocharged,No
jeep,Jeep,grand_cherokee_4_xe,Grand Cherokee 4xe,Turbocharged,No
jeep,Jeep,grand_cherokee_l,Grand Cherokee L,Naturally Aspirated,No
jeep,Jeep,grand_cherokee_srt,Grand Cherokee SRT,Naturally Aspirated,No
jeep,Jeep,grand_cherokee_wk,Grand Cherokee WK,Naturally Aspirated,No
jeep,Jeep,grand_wagoneer,Grand Wagoneer,Twin-Turbo,No
jeep,Jeep,grand_wagoneer,Grand Wagoneer,Naturally Aspirated,No
jeep,Jeep,grand_wagoneer_l,Grand Wagoneer L,Twin-Turbo,No
jeep,Jeep,liberty,Liberty,Naturally Aspirated,No
jeep,Jeep,patriot,Patriot,Naturally Aspirated,No
jeep,Jeep,renegade,Renegade,Turbocharged,No
jeep,Jeep,renegade,Renegade,Naturally Aspirated,No
jeep,Jeep,wagoneer,Wagoneer,Twin-Turbo,No
jeep,Jeep,wagoneer,Wagoneer,Naturally Aspirated,No
jeep,Jeep,wagoneer_l,Wagoneer L,Twin-Turbo,No
jeep,Jeep,wrangler,Wrangler,Naturally Aspirated,No
jeep,Jeep,wrangler,Wrangler,Turbocharged,No
jeep,Jeep,wrangler_4_xe,Wrangler 4xe,Turbocharged,No
jeep,Jeep,wrangler_jk,Wrangler JK,Naturally Aspirated,No
karma,Karma,gs_6,GS-6,Turbocharged,No
karma,Karma,revero_gt,Revero GT,Turbocharged,No
kia,Kia,amanti,Amanti,Naturally Aspirated,No
kia,Kia,borrego,Borrego,Naturally Aspirated,No
kia,Kia,cadenza,Cadenza,Naturally Aspirated,No
kia,Kia,carnival,Carnival,Naturally Aspirated,No
kia,Kia,ev_6,EV6,Electric Motor,Yes
kia,Kia,forte,Forte,Turbocharged,No
kia,Kia,forte,Forte,Naturally Aspirated,No
kia,Kia,k_5,K5,Turbocharged,No
kia,Kia,k_900,K900,Twin-Turbo,No
kia,Kia,k_900,K900,Naturally Aspirated,No
kia,Kia,niro,Niro,Naturally Aspirated,No
kia,Kia,niro_ev,Niro EV,Electric Motor,Yes
kia,Kia,niro_plug_in_hybrid,Niro Plug-In Hybrid,Naturally Aspirated,No
kia,Kia,optima,Optima,Turbocharged,No
kia,Kia,optima,Optima,Naturally Aspirated,No
kia,Kia,optima_hybrid,Optima Hybrid,Naturally Aspirated,No
kia,Kia,optima_plug_in_hybrid,Optima Plug-In Hybrid,Naturally Aspirated,No
kia,Kia,rio,Rio,Naturally Aspirated,No
kia,Kia,rondo,Rondo,Naturally Aspirated,No
kia,Kia,sedona,Sedona,Naturally Aspirated,No
kia,Kia,seltos,Seltos,Naturally Aspirated,No
kia,Kia,seltos,Seltos,Turbocharged,No
kia,Kia,sephia,Sephia,Naturally Aspirated,No
kia,Kia,sorento,Sorento,Turbocharged,No
kia,Kia,sorento,Sorento,Naturally Aspirated,No
kia,Kia,sorento_hybrid,Sorento Hybrid,Turbocharged,No
kia,Kia,sorento_plug_in_hybrid,Sorento Plug-In Hybrid,Turbocharged,No
kia,Kia,soul,Soul,Naturally Aspirated,No
kia,Kia,soul,Soul,Turbocharged,No
kia,Kia,soul_ev,Soul EV,Electric Motor,Yes
kia,Kia,spectra,Spectra,Naturally Aspirated,No
kia,Kia,sportage,Sportage,Naturally Aspirated,No
kia,Kia,sportage,Sportage,Turbocharged,No
kia,Kia,sportage_hybrid,Sportage Hybrid,Turbocharged,No
kia,Kia,sportage_plug_in_hybrid,Sportage Plug-In Hybrid,Turbocharged,No
kia,Kia,stinger,Stinger,Turbocharged,No
kia,Kia,stinger,Stinger,Twin-Turbo,No
kia,Kia,telluride,Telluride,Naturally Aspirated,No
lamborghini,Lamborghini,aventador,Aventador,Naturally Aspirated,No
lamborghini,Lamborghini,diablo,Diablo,Naturally Aspirated,No
lamborghini,Lamborghini,gallardo,Gallardo,Naturally Aspirated,No
lamborghini,Lamborghini,huracan,Huracan,Naturally Aspirated,No
lamborghini,Lamborghini,huracan_sto,Huracan STO,Naturally Aspirated,No
lamborghini,Lamborghini,murcielago,Murcielago,Naturally Aspirated,No
lamborghini,Lamborghini,reventon,Reventon,Naturally Aspirated,No
lamborghini,Lamborghini,urus,Urus,Twin-Turbo,No
land_rover,Land Rover,defender,Defender,Turbocharged,No
land_rover,Land Rover,defender,Defender,Twincharged,No
land_rover,Land Rover,defender,Defender,Supercharged,No
land_rover,Land Rover,defender,Defender,Naturally Aspirated,No
land_rover,Land Rover,discovery,Discovery,Turbocharged,No
land_rover,Land Rover,discovery,Discovery,Twincharged,No
land_rover,Land Rover,discovery,Discovery,Supercharged,No
land_rover,Land Rover,discovery,Discovery,Naturally Aspirated,No
land_rover,Land Rover,discovery_series_ii,Discovery Series II,Naturally Aspirated,No
land_rover,Land Rover,discovery_sport,Discovery Sport,Turbocharged,No
land_rover,Land Rover,freelander,Freelander,Naturally Aspirated,No
land_rover,Land Rover,lr_2,LR2,Turbocharged,No
land_rover,Land Rover,lr_2,LR2,Naturally Aspirated,No
land_rover,Land Rover,lr_3,LR3,Naturally Aspirated,No
land_rover,Land Rover,lr_4,LR4,Supercharged,No
land_rover,Land Rover,lr_4,LR4,Naturally Aspirated,No
land_rover,Land Rover,range_rover,Range Rover,Twincharged,No
land_rover,Land Rover,range_rover,Range Rover,Twin-Turbo,No
land_rover,Land Rover,range_rover,Range Rover,Supercharged,No
land_rover,Land Rover,range_rover,Range Rover,Turbocharged,No
land_rover,Land Rover,range_rover,Range Rover,Naturally Aspirated,No
land_rover,Land Rover,range_rover_evoque,Range Rover Evoque,Turbocharged,No
land_rover,Land Rover,range_rover_sport,Range Rover Sport,Twincharged,No
land_rover,Land Rover,range_rover_sport,Range Rover Sport,Twin-Turbo,No
land_rover,Land Rover,range_rover_sport,Range Rover Sport,Turbocharged,No
land_rover,Land Rover,range_rover_sport,Range Rover Sport,Supercharged,No
land_rover,Land Rover,range_rover_sport,Range Rover Sport,Naturally Aspirated,No
land_rover,Land Rover,range_rover_velar,Range Rover Velar,Turbocharged,No
land_rover,Land Rover,range_rover_velar,Range Rover Velar,Twincharged,No
land_rover,Land Rover,range_rover_velar,Range Rover Velar,Supercharged,No
lexus,Lexus,ct_200_h,CT 200h,Naturally Aspirated,No
lexus,Lexus,es,ES,Naturally Aspirated,No
lexus,Lexus,es_250,ES 250,Naturally Aspirated,No
lexus,Lexus,es_300,ES 300,Naturally Aspirated,No
lexus,Lexus,es_300_h,ES 300h,Naturally Aspirated,No
lexus,Lexus,es_330,ES 330,Naturally Aspirated,No
lexus,Lexus,es_350,ES 350,Naturally Aspirated,No
lexus,Lexus,gs_200_t,GS 200t,Turbocharged,No
lexus,Lexus,gs_300,GS 300,Turbocharged,No
lexus,Lexus,gs_300,GS 300,Naturally Aspirated,No
lexus,Lexus,gs_350,GS 350,Naturally Aspirated,No
lexus,Lexus,gs_430,GS 430,Naturally Aspirated,No
lexus,Lexus,gs_450_h,GS 450h,Naturally Aspirated,No
lexus,Lexus,gs_460,GS 460,Naturally Aspirated,No
lexus,Lexus,gs_f,GS F,Naturally Aspirated,No
lexus,Lexus,gx_460,GX 460,Naturally Aspirated,No
lexus,Lexus,gx_470,GX 470,Naturally Aspirated,No
lexus,Lexus,hs_250_h,HS 250h,Naturally Aspirated,No
lexus,Lexus,is,IS,Turbocharged,No
lexus,Lexus,is,IS,Naturally Aspirated,No
lexus,Lexus,is_200_t,IS 200t,Turbocharged,No
lexus,Lexus,is_250,IS 250,Naturally Aspirated,No
lexus,Lexus,is_250_c,IS 250 C,Naturally Aspirated,No
lexus,Lexus,is_300,IS 300,Turbocharged,No
lexus,Lexus,is_300,IS 300,Naturally Aspirated,No
lexus,Lexus,is_350,IS 350,Naturally Aspirated,No
lexus,Lexus,is_350_c,IS 350 C,Naturally Aspirated,No
lexus,Lexus,is_500,IS 500,Naturally Aspirated,No
lexus,Lexus,is_f,IS F,Naturally Aspirated,No
lexus,Lexus,lc,LC,Naturally Aspirated,No
lexus,Lexus,lc_500,LC 500,Naturally Aspirated,No
lexus,Lexus,lc_500_convertible,LC 500 Convertible,Naturally Aspirated,No
lexus,Lexus,lc_500_h,LC 500h,Naturally Aspirated,No
lexus,Lexus,lfa,LFA,Naturally Aspirated,No
lexus,Lexus,ls_400,LS 400,Naturally Aspirated,No
lexus,Lexus,ls_430,LS 430,Naturally Aspirated,No
lexus,Lexus,ls_460,LS 460,Naturally Aspirated,No
lexus,Lexus,ls_500,LS 500,Twin-Turbo,No
lexus,Lexus,ls_500_h,LS 500h,Naturally Aspirated,No
lexus,Lexus,ls_600_h_l,LS 600h L,Naturally Aspirated,No
lexus,Lexus,lx,LX,Twin-Turbo,No
lexus,Lexus,lx_470,LX 470,Naturally Aspirated,No
lexus,Lexus,lx_570,LX 570,Naturally Aspirated,No
lexus,Lexus,lx_600,LX 600,Twin-Turbo,No
lexus,Lexus,nx,NX,Naturally Aspirated,No
lexus,Lexus,nx,NX,Turbocharged,No
lexus,Lexus,nx_200_t,NX 200t,Turbocharged,No
lexus,Lexus,nx_250,NX 250,Naturally Aspirated,No
lexus,Lexus,nx_300,NX 300,Turbocharged,No
lexus,Lexus,nx_300_h,NX 300h,Naturally Aspirated,No
lexus,Lexus,nx_350,NX 350,Turbocharged,No
lexus,Lexus,nx_350_h,NX 350h,Naturally Aspirated,No
lexus,Lexus,nx_450_h,NX 450h+,Naturally Aspirated,No
lexus,Lexus,rc,RC,Naturally Aspirated,No
lexus,Lexus,rc,RC,Turbocharged,No
lexus,Lexus,rc_200_t,RC 200t,Turbocharged,No
lexus,Lexus,rc_300,RC 300,Turbocharged,No
lexus,Lexus,rc_300,RC 300,Naturally Aspirated,No
lexus,Lexus,rc_350,RC 350,Naturally Aspirated,No
lexus,Lexus,rc_f,RC F,Naturally Aspirated,No
lexus,Lexus,rx,RX,Turbocharged,No
lexus,Lexus,rx,RX,Naturally Aspirated,No
lexus,Lexus,rx_300,RX 300,Naturally Aspirated,No
lexus,Lexus,rx_330,RX 330,Naturally Aspirated,No
lexus,Lexus,rx_350,RX 350,Turbocharged,No
lexus,Lexus,rx_350,RX 350,Naturally Aspirated,No
lexus,Lexus,rx_350_h,RX 350h,Naturally Aspirated,No
lexus,Lexus,rx_350_l,RX 350L,Naturally Aspirated,No
lexus,Lexus,rx_400_h,RX 400h,Naturally Aspirated,No
lexus,Lexus,rx_450_h,RX 450h,Naturally Aspirated,No
lexus,Lexus,rx_450_h_l,RX 450hL,Naturally Aspirated,No
lexus,Lexus,rx_500_h,RX 500h,Turbocharged,No
lexus,Lexus,rz_450_e,RZ 450e,Electric Motor,Yes
lexus,Lexus,sc_430,SC 430,Naturally Aspirated,No
lexus,Lexus,tx,TX,Turbocharged,No
lexus,Lexus,ux,UX,Naturally Aspirated,No
lexus,Lexus,ux_200,UX 200,Naturally Aspirated,No
lexus,Lexus,ux_250_h,UX 250h,Naturally Aspirated,No
lincoln,Lincoln,aviator,Aviator,Twin-Turbo,No
lincoln,Lincoln,aviator,Aviator,Naturally Aspirated,No
lincoln,Lincoln,blackwood,Blackwood,Naturally Aspirated,No
lincoln,Lincoln,continental,Continental,Naturally Aspirated,No
lincoln,Lincoln,continental,Continental,Twin-Turbo,No
lincoln,Lincoln,corsair,Corsair,Naturally Aspirated,No
lincoln,Lincoln,corsair,Corsair,Turbocharged,No
lincoln,Lincoln,ls,LS,Naturally Aspirated,No
lincoln,Lincoln,mark_lt,Mark LT,Naturally Aspirated,No
lincoln,Lincoln,mark_vii,Mark VII,Naturally Aspirated,No
lincoln,Lincoln,mark_viii,Mark VIII,Naturally Aspirated,No
lincoln,Lincoln,mkc,MKC,Turbocharged,No
lincoln,Lincoln,mks,MKS,Naturally Aspirated,No
lincoln,Lincoln,mks,MKS,Twin-Turbo,No
lincoln,Lincoln,mkt,MKT,Twin-Turbo,No
lincoln,Lincoln,mkt,MKT,Naturally Aspirated,No
lincoln,Lincoln,mkx,MKX,Naturally Aspirated,No
lincoln,Lincoln,mkz,MKZ,Turbocharged,No
lincoln,Lincoln,mkz,MKZ,Naturally Aspirated,No
lincoln,Lincoln,mkz_hybrid,MKZ Hybrid,Naturally Aspirated,No
lincoln,Lincoln,nautilus,Nautilus,Turbocharged,No
lincoln,Lincoln,nautilus,Nautilus,Twin-Turbo,No
lincoln,Lincoln,navigator,Navigator,Twin-Turbo,No
lincoln,Lincoln,navigator,Navigator,Naturally Aspirated,No
lincoln,Lincoln,navigator_l,Navigator L,Naturally Aspirated,No
lincoln,Lincoln,town_car,Town Car,Naturally Aspirated,No
lincoln,Lincoln,zephyr,Zephyr,Naturally Aspirated,No
lotus,Lotus,elise,Elise,Naturally Aspirated,No
lotus,Lotus,elise,Elise,Supercharged,No
lotus,Lotus,esprit,Esprit,Twin-Turbo,No
lotus,Lotus,evora,Evora,Naturally Aspirated,No
lotus,Lotus,evora,Evora,Supercharged,No
lotus,Lotus,evora_400,Evora 400,Supercharged,No
lotus,Lotus,evora_gt,Evora GT,Supercharged,No
lotus,Lotus,exige,Exige,Supercharged,No
lotus,Lotus,exige,Exige,Naturally Aspirated,No
lucid,Lucid,air,Air,Electric Motor,Yes
maserati,Maserati,coupe,Coupe,Naturally Aspirated,No
maserati,Maserati,ghibli,Ghibli,Twin-Turbo,No
maserati,Maserati,gran_sport,GranSport,Naturally Aspirated,No
maserati,Maserati,gran_turismo,GranTurismo,Naturally Aspirated,No
maserati,Maserati,gran_turismo_convertible,GranTurismo Convertible,Naturally Aspirated,No
maserati,Maserati,levante,Levante,Twin-Turbo,No
maserati,Maserati,mc_20,MC20,Twin-Turbo,No
maserati,Maserati,quattroporte,Quattroporte,Twin-Turbo,No
maserati,Maserati,quattroporte,Quattroporte,Naturally Aspirated,No
maserati,Maserati,spyder,Spyder,Naturally Aspirated,No
maybach,Maybach,57,57,Twin-Turbo,No
maybach,Maybach,62,62,Twin-Turbo,No
maybach,Maybach,landaulet,Landaulet,Twin-Turbo,No
mazda,Mazda,2,2,Naturally Aspirated,No
mazda,Mazda,3,3,Turbocharged,No
mazda,Mazda,3,3,Naturally Aspirated,No
mazda,Mazda,323,323,Naturally Aspirated,No
mazda,Mazda,5,5,Naturally Aspirated,No
mazda,Mazda,6,6,Turbocharged,No
mazda,Mazda,6,6,Naturally Aspirated,No
mazda,Mazda,626,626,Naturally Aspirated,No
mazda,Mazda,626,626,Turbocharged,No
mazda,Mazda,929,929,Naturally Aspirated,No
mazda,Mazda,b_series,B-Series,Naturally Aspirated,No
mazda,Mazda,b_series_pickup,B-Series Pickup,Naturally Aspirated,No
mazda,Mazda,b_series_truck,B-Series Truck,Naturally Aspirated,No
mazda,Mazda,cx_3,CX-3,Naturally Aspirated,No
mazda,Mazda,cx_30,CX-30,Turbocharged,No
mazda,Mazda,cx_30,CX-30,Naturally Aspirated,No
mazda,Mazda,cx_5,CX-5,Turbocharged,No
mazda,Mazda,cx_5,CX-5,Naturally Aspirated,No
mazda,Mazda,cx_5,CX-5,Twin-Turbo,No
mazda,Mazda,cx_50,CX-50,Naturally Aspirated,No
mazda,Mazda,cx_50,CX-50,Turbocharged,No
mazda,Mazda,cx_7,CX-7,Naturally Aspirated,No
mazda,Mazda,cx_7,CX-7,Turbocharged,No
mazda,Mazda,cx_9,CX-9,Turbocharged,No
mazda,Mazda,cx_9,CX-9,Naturally Aspirated,No
mazda,Mazda,cx_90,CX-90,Turbocharged,No
mazda,Mazda,cx_90,CX-90,Naturally Aspirated,No
mazda,Mazda,mazdaspeed_3,Mazdaspeed 3,Turbocharged,No
mazda,Mazda,mazdaspeed_6,Mazdaspeed 6,Turbocharged,No
mazda,Mazda,mazdaspeed_mx_5_miata,Mazdaspeed MX-5 Miata,Turbocharged,No
mazda,Mazda,mazdaspeed_protege,Mazdaspeed Protege,Turbocharged,No
mazda,Mazda,millenia,Millenia,Naturally Aspirated,No
mazda,Mazda,millenia,Millenia,Supercharged,No
mazda,Mazda,mpv,MPV,Naturally Aspirated,No
mazda,Mazda,mx_3,MX-3,Naturally Aspirated,No
mazda,Mazda,mx_30,MX-30,Electric Motor,Yes
mazda,Mazda,mx_5_miata,MX-5 Miata,Naturally Aspirated,No
mazda,Mazda,mx_5_miata_rf,MX-5 Miata RF,Naturally Aspirated,No
mazda,Mazda,mx_6,MX-6,Naturally Aspirated,No
mazda,Mazda,navajo,Navajo,Naturally Aspirated,No
mazda,Mazda,protege,Protege,Naturally Aspirated,No
mazda,Mazda,protege_5,Protege5,Naturally Aspirated,No
mazda,Mazda,rx_7,RX-7,Twin-Turbo,No
mazda,Mazda,rx_8,RX-8,Naturally Aspirated,No
mazda,Mazda,tribute,Tribute,Naturally Aspirated,No
mazda,Mazda,tribute_hybrid,Tribute Hybrid,Naturally Aspirated,No
mazda,Mazda,truck,Truck,Naturally Aspirated,No
mc_laren,McLaren,570_gt,570GT,Twin-Turbo,No
mc_laren,McLaren,570_s,570S,Twin-Turbo,No
mc_laren,McLaren,570_s_spider,570S Spider,Twin-Turbo,No
mc_laren,McLaren,600_lt,600LT,Twin-Turbo,No
mc_laren,McLaren,600_lt_spider,600LT Spider,Twin-Turbo,No
mc_laren,McLaren,650_s_coupe,650S Coupe,Twin-Turbo,No
mc_laren,McLaren,650_s_spider,650S Spider,Twin-Turbo,No
mc_laren,McLaren,675_lt_coupe,675LT Coupe,Twin-Turbo,No
mc_laren,McLaren,675_lt_spider,675LT Spider,Twin-Turbo,No
mc_laren,McLaren,720_s,720S,Twin-Turbo,No
mc_laren,McLaren,720_s_spider,720S Spider,Twin-Turbo,No
mc_laren,McLaren,765_lt,765LT,Twin-Turbo,No
mc_laren,McLaren,765_lt_spider,765LT Spider,Twin-Turbo,No
